ProviderNPI,predicted_specialty_id_1,number_of_predicted_specialties,etl_provider_key,provider_npi,specialty_1_probability_value,predicted_specialty_id_2,specialty_2_probability_value,predicted_specialty_id_3,specialty_3_probability_value,customer_provided_specialty_desc,npi_reg_primary_taxonomy_code,used_cust_specialty_flg
209372,22,1,,,,,,,,,,
861354,22,1,,,,,,,,,,
94855,22,1,,,,,,,,,,
687268,22,1,,,,,,,,,,
147343,22,1,,,,,,,,,,
32619,22,1,,,,,,,,,,
115169,22,1,,,,,,,,,,
86727,22,1,,,,,,,,,,
576597,22,1,,,,,,,,,,
187964,22,1,,,,,,,,,,
57225,22,1,,,,,,,,,,
306256,22,1,,,,,,,,,,
81215,22,1,,,,,,,,,,
198567,22,1,,,,,,,,,,
370774,22,1,,,,,,,,,,
746191,22,1,,,,,,,,,,
741187,22,1,,,,,,,,,,
77946,22,1,,,,,,,,,,
626948,22,1,,,,,,,,,,
208419,22,1,,,,,,,,,,
673832,22,1,,,,,,,,,,
409870,22,1,,,,,,,,,,
646643,22,1,,,,,,,,,,
902383,22,1,,,,,,,,,,
617223,22,1,,,,,,,,,,
444511,22,1,,,,,,,,,,
218163,22,1,,,,,,,,,,
157122,22,1,,,,,,,,,,
87045,22,1,,,,,,,,,,
52477,22,1,,,,,,,,,,
228535,22,1,,,,,,,,,,
937511,22,1,,,,,,,,,,
920488,22,1,,,,,,,,,,
250379,22,1,,,,,,,,,,
585261,22,1,,,,,,,,,,
673803,22,1,,,,,,,,,,
314611,22,1,,,,,,,,,,
701380,22,1,,,,,,,,,,
783927,22,1,,,,,,,,,,
975762,22,1,,,,,,,,,,
828401,22,1,,,,,,,,,,
367484,22,1,,,,,,,,,,
859899,22,1,,,,,,,,,,
177233,22,1,,,,,,,,,,
691711,22,1,,,,,,,,,,
189931,22,1,,,,,,,,,,
736934,22,1,,,,,,,,,,
326053,22,1,,,,,,,,,,
405534,22,1,,,,,,,,,,
944570,22,1,,,,,,,,,,
290391,22,1,,,,,,,,,,
172162,22,1,,,,,,,,,,
566252,22,1,,,,,,,,,,
44339,22,1,,,,,,,,,,
661263,22,1,,,,,,,,,,
932874,22,1,,,,,,,,,,
208087,22,1,,,,,,,,,,
653078,22,1,,,,,,,,,,
773808,22,1,,,,,,,,,,
90494,22,1,,,,,,,,,,
219460,22,1,,,,,,,,,,
816669,22,1,,,,,,,,,,
914758,22,1,,,,,,,,,,
301822,22,1,,,,,,,,,,
19173,22,1,,,,,,,,,,
704422,22,1,,,,,,,,,,
154815,22,1,,,,,,,,,,
647144,22,1,,,,,,,,,,
380374,22,1,,,,,,,,,,
241006,22,1,,,,,,,,,,
366440,22,1,,,,,,,,,,
917750,22,1,,,,,,,,,,
142726,22,1,,,,,,,,,,
790829,22,1,,,,,,,,,,
201460,22,1,,,,,,,,,,
693324,22,1,,,,,,,,,,
188081,22,1,,,,,,,,,,
104070,22,1,,,,,,,,,,
472364,22,1,,,,,,,,,,
40612,22,1,,,,,,,,,,
636557,22,1,,,,,,,,,,
979483,22,1,,,,,,,,,,
705181,22,1,,,,,,,,,,
849962,22,1,,,,,,,,,,
979850,22,1,,,,,,,,,,
406648,22,1,,,,,,,,,,
876432,22,1,,,,,,,,,,
793087,22,1,,,,,,,,,,
950341,22,1,,,,,,,,,,
652972,22,1,,,,,,,,,,
235908,22,1,,,,,,,,,,
718096,22,1,,,,,,,,,,
290167,22,1,,,,,,,,,,
363157,22,1,,,,,,,,,,
485090,22,1,,,,,,,,,,
411044,22,1,,,,,,,,,,
620345,22,1,,,,,,,,,,
89505,22,1,,,,,,,,,,
586862,22,1,,,,,,,,,,
700047,22,1,,,,,,,,,,
329395,22,1,,,,,,,,,,
529614,22,1,,,,,,,,,,
757690,22,1,,,,,,,,,,
597999,22,1,,,,,,,,,,
484773,22,1,,,,,,,,,,
515523,22,1,,,,,,,,,,
262717,22,1,,,,,,,,,,
368441,22,1,,,,,,,,,,
701947,22,1,,,,,,,,,,
865079,22,1,,,,,,,,,,
486996,22,1,,,,,,,,,,
501908,22,1,,,,,,,,,,
173581,22,1,,,,,,,,,,
743204,22,1,,,,,,,,,,
548691,22,1,,,,,,,,,,
106479,22,1,,,,,,,,,,
316973,22,1,,,,,,,,,,
978605,22,1,,,,,,,,,,
242684,22,1,,,,,,,,,,
237143,22,1,,,,,,,,,,
241897,22,1,,,,,,,,,,
810081,22,1,,,,,,,,,,
675743,22,1,,,,,,,,,,
928691,22,1,,,,,,,,,,
950090,22,1,,,,,,,,,,
911714,22,1,,,,,,,,,,
156226,22,1,,,,,,,,,,
946538,22,1,,,,,,,,,,
190979,22,1,,,,,,,,,,
768414,22,1,,,,,,,,,,
931776,22,1,,,,,,,,,,
198506,22,1,,,,,,,,,,
702822,22,1,,,,,,,,,,
221393,22,1,,,,,,,,,,
932318,22,1,,,,,,,,,,
802863,22,1,,,,,,,,,,
312837,22,1,,,,,,,,,,
517115,22,1,,,,,,,,,,
218366,22,1,,,,,,,,,,
627828,22,1,,,,,,,,,,
330285,22,1,,,,,,,,,,
986241,22,1,,,,,,,,,,
862765,22,1,,,,,,,,,,
127569,22,1,,,,,,,,,,
925513,22,1,,,,,,,,,,
329781,22,1,,,,,,,,,,
761998,22,1,,,,,,,,,,
609196,22,1,,,,,,,,,,
93453,22,1,,,,,,,,,,
877002,22,1,,,,,,,,,,
181443,22,1,,,,,,,,,,
657995,22,1,,,,,,,,,,
349691,22,1,,,,,,,,,,
829656,22,1,,,,,,,,,,
81288,22,1,,,,,,,,,,
548690,22,1,,,,,,,,,,
601123,22,1,,,,,,,,,,
562666,22,1,,,,,,,,,,
868952,22,1,,,,,,,,,,
683873,22,1,,,,,,,,,,
305504,22,1,,,,,,,,,,
147387,22,1,,,,,,,,,,
590534,22,1,,,,,,,,,,
41612,22,1,,,,,,,,,,
161952,22,1,,,,,,,,,,
246554,22,1,,,,,,,,,,
37767,22,1,,,,,,,,,,
398215,22,1,,,,,,,,,,
679953,22,1,,,,,,,,,,
365783,22,1,,,,,,,,,,
14218,22,1,,,,,,,,,,
341072,22,1,,,,,,,,,,
259980,22,1,,,,,,,,,,
376929,22,1,,,,,,,,,,
13185,22,1,,,,,,,,,,
443768,22,1,,,,,,,,,,
726723,22,1,,,,,,,,,,
229324,22,1,,,,,,,,,,
632911,22,1,,,,,,,,,,
469066,22,1,,,,,,,,,,
466963,22,1,,,,,,,,,,
442190,22,1,,,,,,,,,,
950232,22,1,,,,,,,,,,
227808,22,1,,,,,,,,,,
849243,22,1,,,,,,,,,,
493168,22,1,,,,,,,,,,
184031,22,1,,,,,,,,,,
520978,22,1,,,,,,,,,,
775836,22,1,,,,,,,,,,
691808,22,1,,,,,,,,,,
48938,22,1,,,,,,,,,,
400480,22,1,,,,,,,,,,
558109,22,1,,,,,,,,,,
766128,22,1,,,,,,,,,,
29847,22,1,,,,,,,,,,
617456,22,1,,,,,,,,,,
620035,22,1,,,,,,,,,,
889938,22,1,,,,,,,,,,
482369,22,1,,,,,,,,,,
526729,22,1,,,,,,,,,,
131057,22,1,,,,,,,,,,
835974,22,1,,,,,,,,,,
571917,22,1,,,,,,,,,,
267514,22,1,,,,,,,,,,
104791,22,1,,,,,,,,,,
454309,22,1,,,,,,,,,,
597213,22,1,,,,,,,,,,
174364,22,1,,,,,,,,,,
178636,22,1,,,,,,,,,,
449877,22,1,,,,,,,,,,
605216,22,1,,,,,,,,,,
503219,22,1,,,,,,,,,,
685001,22,1,,,,,,,,,,
548459,22,1,,,,,,,,,,
259216,22,1,,,,,,,,,,
926462,22,1,,,,,,,,,,
966427,22,1,,,,,,,,,,
46851,22,1,,,,,,,,,,
895366,22,1,,,,,,,,,,
623114,22,1,,,,,,,,,,
636389,22,1,,,,,,,,,,
73652,22,1,,,,,,,,,,
509391,22,1,,,,,,,,,,
79105,22,1,,,,,,,,,,
787978,22,1,,,,,,,,,,
700416,22,1,,,,,,,,,,
430233,22,1,,,,,,,,,,
54716,22,1,,,,,,,,,,
994559,22,1,,,,,,,,,,
339242,22,1,,,,,,,,,,
403311,22,1,,,,,,,,,,
884867,22,1,,,,,,,,,,
989101,22,1,,,,,,,,,,
199266,22,1,,,,,,,,,,
785137,22,1,,,,,,,,,,
480719,22,1,,,,,,,,,,
212524,22,1,,,,,,,,,,
214572,22,1,,,,,,,,,,
551602,22,1,,,,,,,,,,
351496,22,1,,,,,,,,,,
774154,22,1,,,,,,,,,,
544018,22,1,,,,,,,,,,
424373,22,1,,,,,,,,,,
306487,22,1,,,,,,,,,,
904438,22,1,,,,,,,,,,
398337,22,1,,,,,,,,,,
293241,22,1,,,,,,,,,,
82055,22,1,,,,,,,,,,
850936,22,1,,,,,,,,,,
805585,22,1,,,,,,,,,,
761644,22,1,,,,,,,,,,
862608,22,1,,,,,,,,,,
890273,22,1,,,,,,,,,,
500908,22,1,,,,,,,,,,
976492,22,1,,,,,,,,,,
871354,22,1,,,,,,,,,,
379246,22,1,,,,,,,,,,
634257,22,1,,,,,,,,,,
366536,22,1,,,,,,,,,,
206999,22,1,,,,,,,,,,
628138,22,1,,,,,,,,,,
327543,22,1,,,,,,,,,,
414834,22,1,,,,,,,,,,
278285,22,1,,,,,,,,,,
365822,22,1,,,,,,,,,,
478146,22,1,,,,,,,,,,
991395,22,1,,,,,,,,,,
115233,22,1,,,,,,,,,,
485087,22,1,,,,,,,,,,
708212,22,1,,,,,,,,,,
437499,22,1,,,,,,,,,,
679207,22,1,,,,,,,,,,
300725,22,1,,,,,,,,,,
461478,22,1,,,,,,,,,,
339116,22,1,,,,,,,,,,
62907,22,1,,,,,,,,,,
258161,22,1,,,,,,,,,,
61106,22,1,,,,,,,,,,
525633,22,1,,,,,,,,,,
962534,22,1,,,,,,,,,,
270363,22,1,,,,,,,,,,
219986,22,1,,,,,,,,,,
445142,22,1,,,,,,,,,,
683305,22,1,,,,,,,,,,
582307,22,1,,,,,,,,,,
434360,22,1,,,,,,,,,,
698825,22,1,,,,,,,,,,
310290,22,1,,,,,,,,,,
998973,22,1,,,,,,,,,,
887517,22,1,,,,,,,,,,
549859,22,1,,,,,,,,,,
327713,22,1,,,,,,,,,,
776227,22,1,,,,,,,,,,
166316,22,1,,,,,,,,,,
21720,22,1,,,,,,,,,,
706807,22,1,,,,,,,,,,
838601,22,1,,,,,,,,,,
214388,22,1,,,,,,,,,,
955731,22,1,,,,,,,,,,
595307,22,1,,,,,,,,,,
45388,22,1,,,,,,,,,,
957324,22,1,,,,,,,,,,
397285,22,1,,,,,,,,,,
145784,22,1,,,,,,,,,,
824512,22,1,,,,,,,,,,
483808,22,1,,,,,,,,,,
409636,22,1,,,,,,,,,,
571072,22,1,,,,,,,,,,
574075,22,1,,,,,,,,,,
95916,22,1,,,,,,,,,,
182593,22,1,,,,,,,,,,
261570,22,1,,,,,,,,,,
589934,22,1,,,,,,,,,,
306853,22,1,,,,,,,,,,
461970,22,1,,,,,,,,,,
931135,22,1,,,,,,,,,,
852894,22,1,,,,,,,,,,
19429,22,1,,,,,,,,,,
638441,22,1,,,,,,,,,,
800246,22,1,,,,,,,,,,
331598,22,1,,,,,,,,,,
55497,22,1,,,,,,,,,,
581630,22,1,,,,,,,,,,
74699,22,1,,,,,,,,,,
247895,22,1,,,,,,,,,,
410154,22,1,,,,,,,,,,
820211,22,1,,,,,,,,,,
503416,22,1,,,,,,,,,,
644458,22,1,,,,,,,,,,
974941,22,1,,,,,,,,,,
740304,22,1,,,,,,,,,,
866554,22,1,,,,,,,,,,
931400,22,1,,,,,,,,,,
961996,22,1,,,,,,,,,,
680419,22,1,,,,,,,,,,
197472,22,1,,,,,,,,,,
34754,22,1,,,,,,,,,,
94228,22,1,,,,,,,,,,
537343,22,1,,,,,,,,,,
303799,22,1,,,,,,,,,,
984336,22,1,,,,,,,,,,
112788,22,1,,,,,,,,,,
284693,22,1,,,,,,,,,,
472371,22,1,,,,,,,,,,
97708,22,1,,,,,,,,,,
353336,22,1,,,,,,,,,,
540865,22,1,,,,,,,,,,
279445,22,1,,,,,,,,,,
651265,22,1,,,,,,,,,,
276002,22,1,,,,,,,,,,
743118,22,1,,,,,,,,,,
273733,22,1,,,,,,,,,,
146446,22,1,,,,,,,,,,
748755,22,1,,,,,,,,,,
335266,22,1,,,,,,,,,,
505368,22,1,,,,,,,,,,
376885,22,1,,,,,,,,,,
677135,22,1,,,,,,,,,,
562914,22,1,,,,,,,,,,
828386,22,1,,,,,,,,,,
147929,22,1,,,,,,,,,,
397894,22,1,,,,,,,,,,
584190,22,1,,,,,,,,,,
529559,22,1,,,,,,,,,,
939801,22,1,,,,,,,,,,
987380,22,1,,,,,,,,,,
66340,22,1,,,,,,,,,,
11853,22,1,,,,,,,,,,
978949,22,1,,,,,,,,,,
436846,22,1,,,,,,,,,,
725768,22,1,,,,,,,,,,
129325,22,1,,,,,,,,,,
656704,22,1,,,,,,,,,,
173415,22,1,,,,,,,,,,
226784,22,1,,,,,,,,,,
805568,22,1,,,,,,,,,,
659965,22,1,,,,,,,,,,
57978,22,1,,,,,,,,,,
791843,22,1,,,,,,,,,,
945073,22,1,,,,,,,,,,
270902,22,1,,,,,,,,,,
82540,22,1,,,,,,,,,,
274875,22,1,,,,,,,,,,
399251,22,1,,,,,,,,,,
788486,22,1,,,,,,,,,,
392975,22,1,,,,,,,,,,
671686,22,1,,,,,,,,,,
554202,22,1,,,,,,,,,,
185608,22,1,,,,,,,,,,
688091,22,1,,,,,,,,,,
445744,22,1,,,,,,,,,,
782229,22,1,,,,,,,,,,
371912,22,1,,,,,,,,,,
215981,22,1,,,,,,,,,,
477958,22,1,,,,,,,,,,
687935,22,1,,,,,,,,,,
166330,22,1,,,,,,,,,,
650905,22,1,,,,,,,,,,
405929,22,1,,,,,,,,,,
16192,22,1,,,,,,,,,,
766847,22,1,,,,,,,,,,
267343,22,1,,,,,,,,,,
364115,22,1,,,,,,,,,,
584317,22,1,,,,,,,,,,
269725,22,1,,,,,,,,,,
928065,22,1,,,,,,,,,,
987841,22,1,,,,,,,,,,
750615,22,1,,,,,,,,,,
593276,22,1,,,,,,,,,,
753744,22,1,,,,,,,,,,
975632,22,1,,,,,,,,,,
692819,22,1,,,,,,,,,,
868637,22,1,,,,,,,,,,
144788,22,1,,,,,,,,,,
519770,22,1,,,,,,,,,,
611567,22,1,,,,,,,,,,
36752,22,1,,,,,,,,,,
583628,22,1,,,,,,,,,,
518849,22,1,,,,,,,,,,
992349,22,1,,,,,,,,,,
391585,22,1,,,,,,,,,,
341710,22,1,,,,,,,,,,
482907,22,1,,,,,,,,,,
782483,22,1,,,,,,,,,,
32591,22,1,,,,,,,,,,
654358,22,1,,,,,,,,,,
456056,22,1,,,,,,,,,,
153585,22,1,,,,,,,,,,
913698,22,1,,,,,,,,,,
919984,22,1,,,,,,,,,,
608615,22,1,,,,,,,,,,
624358,22,1,,,,,,,,,,
82145,22,1,,,,,,,,,,
540066,22,1,,,,,,,,,,
454805,22,1,,,,,,,,,,
544917,22,1,,,,,,,,,,
241289,22,1,,,,,,,,,,
570657,22,1,,,,,,,,,,
194916,22,1,,,,,,,,,,
689407,22,1,,,,,,,,,,
85907,22,1,,,,,,,,,,
933717,22,1,,,,,,,,,,
883588,22,1,,,,,,,,,,
447663,22,1,,,,,,,,,,
842176,22,1,,,,,,,,,,
810065,22,1,,,,,,,,,,
560851,22,1,,,,,,,,,,
129298,22,1,,,,,,,,,,
211844,22,1,,,,,,,,,,
838593,22,1,,,,,,,,,,
148192,22,1,,,,,,,,,,
149191,22,1,,,,,,,,,,
587170,22,1,,,,,,,,,,
733789,22,1,,,,,,,,,,
749224,22,1,,,,,,,,,,
594994,22,1,,,,,,,,,,
126196,22,1,,,,,,,,,,
743386,22,1,,,,,,,,,,
730084,22,1,,,,,,,,,,
945220,22,1,,,,,,,,,,
763483,22,1,,,,,,,,,,
494950,22,1,,,,,,,,,,
175292,22,1,,,,,,,,,,
33591,22,1,,,,,,,,,,
871556,22,1,,,,,,,,,,
492864,22,1,,,,,,,,,,
273574,22,1,,,,,,,,,,
320291,22,1,,,,,,,,,,
781624,22,1,,,,,,,,,,
695017,22,1,,,,,,,,,,
764898,22,1,,,,,,,,,,
159314,22,1,,,,,,,,,,
267291,22,1,,,,,,,,,,
144886,22,1,,,,,,,,,,
74518,22,1,,,,,,,,,,
698680,22,1,,,,,,,,,,
258656,22,1,,,,,,,,,,
889459,22,1,,,,,,,,,,
679171,22,1,,,,,,,,,,
496023,22,1,,,,,,,,,,
314712,22,1,,,,,,,,,,
337370,22,1,,,,,,,,,,
859172,22,1,,,,,,,,,,
537163,22,1,,,,,,,,,,
979375,22,1,,,,,,,,,,
592872,22,1,,,,,,,,,,
556276,22,1,,,,,,,,,,
598844,22,1,,,,,,,,,,
418695,22,1,,,,,,,,,,
778694,22,1,,,,,,,,,,
234371,22,1,,,,,,,,,,
501972,22,1,,,,,,,,,,
234285,22,1,,,,,,,,,,
723677,22,1,,,,,,,,,,
300458,22,1,,,,,,,,,,
966295,22,1,,,,,,,,,,
269883,22,1,,,,,,,,,,
561219,22,1,,,,,,,,,,
373605,22,1,,,,,,,,,,
899488,22,1,,,,,,,,,,
249403,22,1,,,,,,,,,,
68125,22,1,,,,,,,,,,
310436,22,1,,,,,,,,,,
64902,22,1,,,,,,,,,,
922526,22,1,,,,,,,,,,
55490,22,1,,,,,,,,,,
318660,22,1,,,,,,,,,,
344837,22,1,,,,,,,,,,
380926,22,1,,,,,,,,,,
468774,22,1,,,,,,,,,,
547979,22,1,,,,,,,,,,
730391,22,1,,,,,,,,,,
80087,22,1,,,,,,,,,,
427040,22,1,,,,,,,,,,
149857,22,1,,,,,,,,,,
52019,22,1,,,,,,,,,,
450131,22,1,,,,,,,,,,
834186,22,1,,,,,,,,,,
184983,22,1,,,,,,,,,,
824590,22,1,,,,,,,,,,
626310,22,1,,,,,,,,,,
415620,22,1,,,,,,,,,,
140762,22,1,,,,,,,,,,
992959,22,1,,,,,,,,,,
738283,22,1,,,,,,,,,,
716691,22,1,,,,,,,,,,
431178,22,1,,,,,,,,,,
951686,22,1,,,,,,,,,,
201057,22,1,,,,,,,,,,
990807,22,1,,,,,,,,,,
669079,22,1,,,,,,,,,,
565627,22,1,,,,,,,,,,
553465,22,1,,,,,,,,,,
227279,22,1,,,,,,,,,,
100217,22,1,,,,,,,,,,
234592,22,1,,,,,,,,,,
123216,22,1,,,,,,,,,,
949977,22,1,,,,,,,,,,
31000,22,1,,,,,,,,,,
719709,22,1,,,,,,,,,,
94799,22,1,,,,,,,,,,
290034,22,1,,,,,,,,,,
190294,22,1,,,,,,,,,,
673620,22,1,,,,,,,,,,
758462,22,1,,,,,,,,,,
936606,22,1,,,,,,,,,,
976099,22,1,,,,,,,,,,
324223,22,1,,,,,,,,,,
65933,22,1,,,,,,,,,,
610644,22,1,,,,,,,,,,
371957,22,1,,,,,,,,,,
813669,22,1,,,,,,,,,,
360633,22,1,,,,,,,,,,
791757,22,1,,,,,,,,,,
819280,22,1,,,,,,,,,,
593346,22,1,,,,,,,,,,
972430,22,1,,,,,,,,,,
527569,22,1,,,,,,,,,,
489208,22,1,,,,,,,,,,
838803,22,1,,,,,,,,,,
594659,22,1,,,,,,,,,,
59136,22,1,,,,,,,,,,
176187,22,1,,,,,,,,,,
591626,22,1,,,,,,,,,,
422394,22,1,,,,,,,,,,
14315,22,1,,,,,,,,,,
254975,22,1,,,,,,,,,,
619018,22,1,,,,,,,,,,
912553,22,1,,,,,,,,,,
131085,22,1,,,,,,,,,,
353263,22,1,,,,,,,,,,
55852,22,1,,,,,,,,,,
660329,22,1,,,,,,,,,,
260885,22,1,,,,,,,,,,
503649,22,1,,,,,,,,,,
380486,22,1,,,,,,,,,,
306804,22,1,,,,,,,,,,
51249,22,1,,,,,,,,,,
271755,22,1,,,,,,,,,,
188030,22,1,,,,,,,,,,
131882,22,1,,,,,,,,,,
675205,22,1,,,,,,,,,,
84041,22,1,,,,,,,,,,
85270,22,1,,,,,,,,,,
916712,22,1,,,,,,,,,,
474372,22,1,,,,,,,,,,
470609,22,1,,,,,,,,,,
773594,22,1,,,,,,,,,,
892030,22,1,,,,,,,,,,
237478,22,1,,,,,,,,,,
669345,22,1,,,,,,,,,,
980709,22,1,,,,,,,,,,
491150,22,1,,,,,,,,,,
533179,22,1,,,,,,,,,,
490149,22,1,,,,,,,,,,
242495,22,1,,,,,,,,,,
733480,22,1,,,,,,,,,,
214344,22,1,,,,,,,,,,
580570,22,1,,,,,,,,,,
702025,22,1,,,,,,,,,,
569755,22,1,,,,,,,,,,
383830,22,1,,,,,,,,,,
537539,22,1,,,,,,,,,,
294916,22,1,,,,,,,,,,
605344,22,1,,,,,,,,,,
427558,22,1,,,,,,,,,,
795008,22,1,,,,,,,,,,
811897,22,1,,,,,,,,,,
482963,22,1,,,,,,,,,,
460760,22,1,,,,,,,,,,
200713,22,1,,,,,,,,,,
179149,22,1,,,,,,,,,,
746708,22,1,,,,,,,,,,
219939,22,1,,,,,,,,,,
47195,22,1,,,,,,,,,,
719634,22,1,,,,,,,,,,
918823,22,1,,,,,,,,,,
883378,22,1,,,,,,,,,,
139028,22,1,,,,,,,,,,
631842,22,1,,,,,,,,,,
130892,22,1,,,,,,,,,,
204169,22,1,,,,,,,,,,
63549,22,1,,,,,,,,,,
998889,22,1,,,,,,,,,,
270484,22,1,,,,,,,,,,
442940,22,1,,,,,,,,,,
894678,22,1,,,,,,,,,,
131552,22,1,,,,,,,,,,
126430,22,1,,,,,,,,,,
301083,22,1,,,,,,,,,,
44609,22,1,,,,,,,,,,
857752,22,1,,,,,,,,,,
255116,22,1,,,,,,,,,,
159051,22,1,,,,,,,,,,
744664,22,1,,,,,,,,,,
152487,22,1,,,,,,,,,,
428303,22,1,,,,,,,,,,
812311,22,1,,,,,,,,,,
801117,22,1,,,,,,,,,,
121270,22,1,,,,,,,,,,
809791,22,1,,,,,,,,,,
760777,22,1,,,,,,,,,,
511611,22,1,,,,,,,,,,
714902,22,1,,,,,,,,,,
358217,22,1,,,,,,,,,,
592462,22,1,,,,,,,,,,
28349,22,1,,,,,,,,,,
108590,22,1,,,,,,,,,,
541515,22,1,,,,,,,,,,
601622,22,1,,,,,,,,,,
329935,22,1,,,,,,,,,,
576559,22,1,,,,,,,,,,
692475,22,1,,,,,,,,,,
876253,22,1,,,,,,,,,,
716443,22,1,,,,,,,,,,
170604,22,1,,,,,,,,,,
372065,22,1,,,,,,,,,,
682287,22,1,,,,,,,,,,
239025,22,1,,,,,,,,,,
922992,22,1,,,,,,,,,,
853637,22,1,,,,,,,,,,
810174,22,1,,,,,,,,,,
239784,22,1,,,,,,,,,,
416168,22,1,,,,,,,,,,
439400,22,1,,,,,,,,,,
565154,22,1,,,,,,,,,,
281192,22,1,,,,,,,,,,
804776,22,1,,,,,,,,,,
881729,22,1,,,,,,,,,,
57490,22,1,,,,,,,,,,
900548,22,1,,,,,,,,,,
488982,22,1,,,,,,,,,,
35526,22,1,,,,,,,,,,
485877,22,1,,,,,,,,,,
641689,22,1,,,,,,,,,,
102587,22,1,,,,,,,,,,
667433,22,1,,,,,,,,,,
841095,22,1,,,,,,,,,,
492966,22,1,,,,,,,,,,
599461,22,1,,,,,,,,,,
376833,22,1,,,,,,,,,,
581704,22,1,,,,,,,,,,
915912,22,1,,,,,,,,,,
36805,22,1,,,,,,,,,,
740463,22,1,,,,,,,,,,
716211,22,1,,,,,,,,,,
961235,22,1,,,,,,,,,,
456023,22,1,,,,,,,,,,
871593,22,1,,,,,,,,,,
534288,22,1,,,,,,,,,,
134117,22,1,,,,,,,,,,
722803,22,1,,,,,,,,,,
865784,22,1,,,,,,,,,,
774164,22,1,,,,,,,,,,
505066,22,1,,,,,,,,,,
947763,22,1,,,,,,,,,,
960653,22,1,,,,,,,,,,
183454,22,1,,,,,,,,,,
892352,22,1,,,,,,,,,,
202950,22,1,,,,,,,,,,
366287,22,1,,,,,,,,,,
832246,22,1,,,,,,,,,,
47803,22,1,,,,,,,,,,
593117,22,1,,,,,,,,,,
502223,22,1,,,,,,,,,,
446788,22,1,,,,,,,,,,
241807,22,1,,,,,,,,,,
786063,22,1,,,,,,,,,,
758204,22,1,,,,,,,,,,
933571,22,1,,,,,,,,,,
520537,22,1,,,,,,,,,,
401354,22,1,,,,,,,,,,
268155,22,1,,,,,,,,,,
682050,22,1,,,,,,,,,,
282290,22,1,,,,,,,,,,
636329,22,1,,,,,,,,,,
409972,22,1,,,,,,,,,,
682910,22,1,,,,,,,,,,
63051,22,1,,,,,,,,,,
314693,22,1,,,,,,,,,,
535848,22,1,,,,,,,,,,
691023,22,1,,,,,,,,,,
340047,22,1,,,,,,,,,,
736238,22,1,,,,,,,,,,
321801,22,1,,,,,,,,,,
297390,22,1,,,,,,,,,,
483558,22,1,,,,,,,,,,
250709,22,1,,,,,,,,,,
967315,22,1,,,,,,,,,,
101933,22,1,,,,,,,,,,
207204,22,1,,,,,,,,,,
710572,22,1,,,,,,,,,,
405002,22,1,,,,,,,,,,
642352,22,1,,,,,,,,,,
929205,22,1,,,,,,,,,,
517751,22,1,,,,,,,,,,
69727,22,1,,,,,,,,,,
832483,22,1,,,,,,,,,,
437847,22,1,,,,,,,,,,
857502,22,1,,,,,,,,,,
495717,22,1,,,,,,,,,,
720885,22,1,,,,,,,,,,
825698,22,1,,,,,,,,,,
309187,22,1,,,,,,,,,,
243380,22,1,,,,,,,,,,
518066,22,1,,,,,,,,,,
382916,22,1,,,,,,,,,,
608166,22,1,,,,,,,,,,
399052,22,1,,,,,,,,,,
512921,22,1,,,,,,,,,,
769624,22,1,,,,,,,,,,
425809,22,1,,,,,,,,,,
375824,22,1,,,,,,,,,,
407908,22,1,,,,,,,,,,
212142,22,1,,,,,,,,,,
839040,22,1,,,,,,,,,,
714117,22,1,,,,,,,,,,
207058,22,1,,,,,,,,,,
748249,22,1,,,,,,,,,,
266000,22,1,,,,,,,,,,
970843,22,1,,,,,,,,,,
581073,22,1,,,,,,,,,,
717589,22,1,,,,,,,,,,
630338,22,1,,,,,,,,,,
365992,22,1,,,,,,,,,,
901307,22,1,,,,,,,,,,
662800,22,1,,,,,,,,,,
890082,22,1,,,,,,,,,,
16732,22,1,,,,,,,,,,
11159,22,1,,,,,,,,,,
208240,22,1,,,,,,,,,,
168514,22,1,,,,,,,,,,
200848,22,1,,,,,,,,,,
252387,22,1,,,,,,,,,,
116725,22,1,,,,,,,,,,
242422,22,1,,,,,,,,,,
715199,22,1,,,,,,,,,,
21546,22,1,,,,,,,,,,
970044,22,1,,,,,,,,,,
566532,22,1,,,,,,,,,,
320073,22,1,,,,,,,,,,
698498,22,1,,,,,,,,,,
151335,22,1,,,,,,,,,,
146054,22,1,,,,,,,,,,
931390,22,1,,,,,,,,,,
217007,22,1,,,,,,,,,,
377596,22,1,,,,,,,,,,
773969,22,1,,,,,,,,,,
453177,22,1,,,,,,,,,,
478957,22,1,,,,,,,,,,
165902,22,1,,,,,,,,,,
169853,22,1,,,,,,,,,,
438304,22,1,,,,,,,,,,
200116,22,1,,,,,,,,,,
285103,22,1,,,,,,,,,,
951334,22,1,,,,,,,,,,
563585,22,1,,,,,,,,,,
511196,22,1,,,,,,,,,,
726877,22,1,,,,,,,,,,
276579,22,1,,,,,,,,,,
183765,22,1,,,,,,,,,,
339660,22,1,,,,,,,,,,
680286,22,1,,,,,,,,,,
645792,22,1,,,,,,,,,,
433207,22,1,,,,,,,,,,
296720,22,1,,,,,,,,,,
602132,22,1,,,,,,,,,,
870327,22,1,,,,,,,,,,
843007,22,1,,,,,,,,,,
507410,22,1,,,,,,,,,,
256261,22,1,,,,,,,,,,
294772,22,1,,,,,,,,,,
34729,22,1,,,,,,,,,,
575469,22,1,,,,,,,,,,
920001,22,1,,,,,,,,,,
